  i  Z(km)      P(bar)      T(K)  
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 8.8131E-08 2.1024E-06 3.2925E-06
 81 1.8552E-07 2.0962E-06 3.0227E-06
 82 2.7542E-04 2.7735E-04 2.9929E-06
 83 3.1541E-04 3.1824E-04 6.0277E-06
 84 3.6082E-04 3.6640E-04 1.1711E-05
 85 4.1279E-04 4.2345E-04 2.1974E-05
 86 4.7153E-04 4.9120E-04 3.9852E-05
 87 5.3666E-04 5.7173E-04 6.9884E-05
 88 6.0690E-04 6.6739E-04 1.1848E-04
 89 6.7977E-04 7.8061E-04 1.9414E-04
 90 7.5141E-04 9.1380E-04 3.0719E-04
 91 8.1666E-04 1.0691E-03 4.6911E-04
 92 8.6953E-04 1.2481E-03 6.9116E-04
 93 9.0409E-04 1.4519E-03 9.8280E-04
 94 9.1551E-04 1.6808E-03 1.3502E-03
 95 9.0123E-04 1.9352E-03 1.7957E-03
 96 8.5119E-04 2.2139E-03 2.3476E-03
 97 7.1390E-04 2.4799E-03 3.0252E-03
 98 4.9565E-04 2.6814E-03 3.6583E-03
 99 1.6138E-04 2.7872E-03 4.3947E-03
100 0.0000E+00 2.8124E-03 4.7330E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3991E+06 1.0000E+00 2.2470E+02
  2 4.3209E+06 1.2655E+00 2.2306E+02
  3 4.2443E+06 1.5986E+00 2.1855E+02
  4 4.1707E+06 2.0159E+00 2.0959E+02
  5 4.1005E+06 2.5375E+00 2.0191E+02
  6 4.0329E+06 3.1884E+00 1.9766E+02
  7 3.9670E+06 3.9991E+00 1.9490E+02
  8 3.9024E+06 5.0071E+00 1.9305E+02
  9 3.8389E+06 6.2580E+00 1.9180E+02
 10 3.7761E+06 7.8076E+00 1.9118E+02
 11 3.7140E+06 9.7234E+00 1.9113E+02
 12 3.6524E+06 1.2088E+01 1.9155E+02
 13 3.5911E+06 1.5001E+01 1.9233E+02
 14 3.5300E+06 1.8582E+01 1.9333E+02
 15 3.4691E+06 2.2978E+01 1.9445E+02
 16 3.4084E+06 2.8363E+01 1.9557E+02
 17 3.3478E+06 3.4948E+01 1.9661E+02
 18 3.2876E+06 4.2985E+01 1.9751E+02
 19 3.2275E+06 5.2776E+01 1.9824E+02
 20 3.1679E+06 6.4683E+01 1.9878E+02
 21 3.1086E+06 7.9135E+01 1.9915E+02
 22 3.0498E+06 9.6643E+01 1.9937E+02
 23 2.9915E+06 1.1782E+02 1.9949E+02
 24 2.9337E+06 1.4337E+02 1.9955E+02
 25 2.8764E+06 1.7416E+02 1.9956E+02
 26 2.8196E+06 2.1118E+02 1.9956E+02
 27 2.7634E+06 2.5562E+02 1.9954E+02
 28 2.7077E+06 3.0887E+02 1.9952E+02
 29 2.6526E+06 3.7253E+02 1.9951E+02
 30 2.5980E+06 4.4853E+02 1.9949E+02
 31 2.5439E+06 5.3906E+02 1.9948E+02
 32 2.4904E+06 6.4672E+02 1.9947E+02
 33 2.4374E+06 7.7450E+02 1.9947E+02
 34 2.3850E+06 9.2587E+02 1.9948E+02
 35 2.3330E+06 1.1049E+03 1.9950E+02
 36 2.2817E+06 1.3161E+03 1.9952E+02
 37 2.2308E+06 1.5650E+03 1.9955E+02
 38 2.1804E+06 1.8576E+03 1.9958E+02
 39 2.1306E+06 2.2010E+03 1.9961E+02
 40 2.0813E+06 2.6032E+03 1.9964E+02
 41 2.0326E+06 3.0735E+03 1.9967E+02
 42 1.9843E+06 3.6223E+03 1.9969E+02
 43 1.9366E+06 4.2615E+03 1.9970E+02
 44 1.8895E+06 5.0046E+03 1.9971E+02
 45 1.8428E+06 5.8668E+03 1.9972E+02
 46 1.7967E+06 6.8653E+03 1.9972E+02
 47 1.7511E+06 8.0194E+03 1.9971E+02
 48 1.7061E+06 9.3510E+03 1.9970E+02
 49 1.6615E+06 1.0884E+04 1.9969E+02
 50 1.6176E+06 1.2646E+04 1.9968E+02
 51 1.5741E+06 1.4668E+04 1.9968E+02
 52 1.5312E+06 1.6982E+04 1.9968E+02
 53 1.4888E+06 1.9626E+04 1.9968E+02
 54 1.4469E+06 2.2642E+04 1.9969E+02
 55 1.4056E+06 2.6074E+04 1.9970E+02
 56 1.3648E+06 2.9974E+04 1.9971E+02
 57 1.3245E+06 3.4396E+04 1.9972E+02
 58 1.2847E+06 3.9399E+04 1.9973E+02
 59 1.2455E+06 4.5051E+04 1.9974E+02
 60 1.2068E+06 5.1421E+04 1.9974E+02
 61 1.1687E+06 5.8588E+04 1.9975E+02
 62 1.1310E+06 6.6635E+04 1.9975E+02
 63 1.0939E+06 7.5653E+04 1.9977E+02
 64 1.0573E+06 8.5738E+04 1.9978E+02
 65 1.0212E+06 9.6996E+04 1.9980E+02
 66 9.8570E+05 1.0954E+05 1.9982E+02
 67 9.5068E+05 1.2348E+05 1.9983E+02
 68 9.1619E+05 1.3895E+05 1.9985E+02
 69 8.8222E+05 1.5607E+05 1.9986E+02
 70 8.4878E+05 1.7500E+05 1.9987E+02
 71 8.1587E+05 1.9588E+05 1.9988E+02
 72 7.8348E+05 2.1885E+05 1.9989E+02
 73 7.5162E+05 2.4409E+05 1.9990E+02
 74 7.2028E+05 2.7175E+05 1.9990E+02
 75 6.8947E+05 3.0201E+05 1.9991E+02
 76 6.5918E+05 3.3504E+05 1.9992E+02
 77 6.2942E+05 3.7102E+05 1.9993E+02
 78 6.0019E+05 4.1014E+05 1.9994E+02
 79 5.7147E+05 4.5257E+05 1.9997E+02
 80 5.4328E+05 4.9851E+05 2.0004E+02
 81 5.1560E+05 5.4813E+05 2.0016E+02
 82 4.8841E+05 6.0163E+05 2.0051E+02
 83 4.6169E+05 6.5916E+05 2.0122E+02
 84 4.3509E+05 7.2092E+05 2.0658E+02
 85 4.0834E+05 7.8707E+05 2.1195E+02
 86 3.8147E+05 8.5775E+05 2.1733E+02
 87 3.5450E+05 9.3312E+05 2.2269E+02
 88 3.2748E+05 1.0133E+06 2.2803E+02
 89 3.0041E+05 1.0984E+06 2.3331E+02
 90 2.7336E+05 1.1886E+06 2.3851E+02
 91 2.4635E+05 1.2838E+06 2.4359E+02
 92 2.1942E+05 1.3843E+06 2.4851E+02
 93 1.9261E+05 1.4899E+06 2.5325E+02
 94 1.6599E+05 1.6008E+06 2.5776E+02
 95 1.3958E+05 1.7168E+06 2.6202E+02
 96 1.1345E+05 1.8380E+06 2.6603E+02
 97 8.7620E+04 1.9643E+06 2.6995E+02
 98 6.2126E+04 2.0954E+06 2.7375E+02
 99 3.7003E+04 2.2314E+06 2.7734E+02
100 1.2287E+04 2.3720E+06 2.8076E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.1080E-06 3.2925E-06
  2 0.0000E+00 2.1080E-06 3.2925E-06
  3 0.0000E+00 2.1080E-06 3.2925E-06
  4 0.0000E+00 2.1080E-06 3.2925E-06
  5 0.0000E+00 2.1080E-06 3.2925E-06
  6 0.0000E+00 2.1080E-06 3.2925E-06
  7 0.0000E+00 2.1080E-06 3.2925E-06
  8 0.0000E+00 2.1080E-06 3.2925E-06
  9 0.0000E+00 2.1080E-06 3.2925E-06
 10 0.0000E+00 2.1080E-06 3.2925E-06
 11 0.0000E+00 2.1080E-06 3.2925E-06
 12 0.0000E+00 2.1080E-06 3.2925E-06
 13 0.0000E+00 2.1080E-06 3.2925E-06
 14 0.0000E+00 2.1080E-06 3.2925E-06
 15 0.0000E+00 2.1080E-06 3.2925E-06
 16 0.0000E+00 2.1080E-06 3.2925E-06
 17 0.0000E+00 2.1080E-06 3.2925E-06
 18 0.0000E+00 2.1080E-06 3.2925E-06
 19 0.0000E+00 2.1080E-06 3.2925E-06
 20 0.0000E+00 2.1080E-06 3.2925E-06
 21 0.0000E+00 2.1080E-06 3.2925E-06
 22 0.0000E+00 2.1080E-06 3.2925E-06
 23 0.0000E+00 2.1080E-06 3.2925E-06
 24 0.0000E+00 2.1080E-06 3.2925E-06
 25 0.0000E+00 2.1080E-06 3.2925E-06
 26 0.0000E+00 2.1080E-06 3.2925E-06
 27 0.0000E+00 2.1080E-06 3.2925E-06
 28 0.0000E+00 2.1080E-06 3.2925E-06
 29 0.0000E+00 2.1080E-06 3.2925E-06
 30 0.0000E+00 2.1080E-06 3.2925E-06
 31 0.0000E+00 2.1080E-06 3.2925E-06
 32 0.0000E+00 2.1080E-06 3.2925E-06
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 8.4244E-08 2.1027E-06 3.2925E-06
 81 1.9018E-07 2.0959E-06 3.0045E-06
 82 2.7036E-04 2.7224E-04 2.8952E-06
 83 3.0965E-04 3.1238E-04 5.8408E-06
 84 3.5425E-04 3.5967E-04 1.1366E-05
 85 4.0532E-04 4.1567E-04 2.1357E-05
 86 4.6307E-04 4.8219E-04 3.8786E-05
 87 5.2714E-04 5.6129E-04 6.8101E-05
 88 5.9629E-04 6.5526E-04 1.1560E-04
 89 6.6810E-04 7.6652E-04 1.8960E-04
 90 7.3879E-04 8.9745E-04 3.0031E-04
 91 8.0331E-04 1.0502E-03 4.5901E-04
 92 8.5578E-04 1.2263E-03 6.7683E-04
 93 8.9037E-04 1.4270E-03 9.6312E-04
 94 9.0237E-04 1.6526E-03 1.3241E-03
 95 8.8929E-04 1.9034E-03 1.7620E-03
 96 8.4139E-04 2.1788E-03 2.3047E-03
 97 7.0808E-04 2.4422E-03 2.9722E-03
 98 4.8992E-04 2.6418E-03 3.6085E-03
 99 1.6024E-04 2.7466E-03 4.3309E-03
100 0.0000E+00 2.7716E-03 4.6710E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3971E+06 1.0000E+00 2.2487E+02
  2 4.3191E+06 1.2655E+00 2.2180E+02
  3 4.2431E+06 1.5986E+00 2.1655E+02
  4 4.1699E+06 2.0159E+00 2.0946E+02
  5 4.0996E+06 2.5375E+00 2.0234E+02
  6 4.0319E+06 3.1884E+00 1.9759E+02
  7 3.9661E+06 3.9991E+00 1.9491E+02
  8 3.9015E+06 5.0071E+00 1.9301E+02
  9 3.8379E+06 6.2580E+00 1.9176E+02
 10 3.7752E+06 7.8076E+00 1.9111E+02
 11 3.7131E+06 9.7234E+00 1.9103E+02
 12 3.6515E+06 1.2088E+01 1.9143E+02
 13 3.5902E+06 1.5001E+01 1.9219E+02
 14 3.5292E+06 1.8582E+01 1.9318E+02
 15 3.4684E+06 2.2978E+01 1.9429E+02
 16 3.4077E+06 2.8363E+01 1.9542E+02
 17 3.3472E+06 3.4948E+01 1.9647E+02
 18 3.2870E+06 4.2985E+01 1.9739E+02
 19 3.2270E+06 5.2776E+01 1.9814E+02
 20 3.1674E+06 6.4683E+01 1.9870E+02
 21 3.1081E+06 7.9135E+01 1.9908E+02
 22 3.0493E+06 9.6643E+01 1.9932E+02
 23 2.9910E+06 1.1782E+02 1.9946E+02
 24 2.9332E+06 1.4337E+02 1.9952E+02
 25 2.8759E+06 1.7416E+02 1.9954E+02
 26 2.8192E+06 2.1118E+02 1.9954E+02
 27 2.7629E+06 2.5562E+02 1.9953E+02
 28 2.7073E+06 3.0887E+02 1.9951E+02
 29 2.6521E+06 3.7253E+02 1.9949E+02
 30 2.5975E+06 4.4853E+02 1.9947E+02
 31 2.5435E+06 5.3906E+02 1.9946E+02
 32 2.4900E+06 6.4672E+02 1.9945E+02
 33 2.4370E+06 7.7450E+02 1.9945E+02
 34 2.3845E+06 9.2587E+02 1.9946E+02
 35 2.3326E+06 1.1049E+03 1.9948E+02
 36 2.2812E+06 1.3161E+03 1.9950E+02
 37 2.2304E+06 1.5650E+03 1.9953E+02
 38 2.1800E+06 1.8576E+03 1.9957E+02
 39 2.1302E+06 2.2010E+03 1.9960E+02
 40 2.0809E+06 2.6032E+03 1.9963E+02
 41 2.0322E+06 3.0735E+03 1.9965E+02
 42 1.9840E+06 3.6223E+03 1.9967E+02
 43 1.9363E+06 4.2615E+03 1.9969E+02
 44 1.8891E+06 5.0046E+03 1.9970E+02
 45 1.8424E+06 5.8668E+03 1.9971E+02
 46 1.7963E+06 6.8653E+03 1.9970E+02
 47 1.7507E+06 8.0194E+03 1.9970E+02
 48 1.7057E+06 9.3510E+03 1.9969E+02
 49 1.6612E+06 1.0884E+04 1.9968E+02
 50 1.6172E+06 1.2646E+04 1.9967E+02
 51 1.5737E+06 1.4668E+04 1.9967E+02
 52 1.5308E+06 1.6982E+04 1.9967E+02
 53 1.4884E+06 1.9626E+04 1.9967E+02
 54 1.4466E+06 2.2642E+04 1.9968E+02
 55 1.4052E+06 2.6074E+04 1.9969E+02
 56 1.3644E+06 2.9974E+04 1.9970E+02
 57 1.3241E+06 3.4396E+04 1.9971E+02
 58 1.2844E+06 3.9399E+04 1.9972E+02
 59 1.2452E+06 4.5051E+04 1.9973E+02
 60 1.2065E+06 5.1421E+04 1.9973E+02
 61 1.1683E+06 5.8588E+04 1.9974E+02
 62 1.1307E+06 6.6635E+04 1.9975E+02
 63 1.0936E+06 7.5653E+04 1.9976E+02
 64 1.0570E+06 8.5738E+04 1.9977E+02
 65 1.0209E+06 9.6996E+04 1.9979E+02
 66 9.8536E+05 1.0954E+05 1.9981E+02
 67 9.5034E+05 1.2348E+05 1.9983E+02
 68 9.1585E+05 1.3895E+05 1.9984E+02
 69 8.8189E+05 1.5607E+05 1.9985E+02
 70 8.4845E+05 1.7500E+05 1.9986E+02
 71 8.1554E+05 1.9588E+05 1.9987E+02
 72 7.8315E+05 2.1885E+05 1.9988E+02
 73 7.5129E+05 2.4409E+05 1.9989E+02
 74 7.1995E+05 2.7175E+05 1.9990E+02
 75 6.8914E+05 3.0201E+05 1.9991E+02
 76 6.5885E+05 3.3504E+05 1.9992E+02
 77 6.2909E+05 3.7102E+05 1.9993E+02
 78 5.9986E+05 4.1014E+05 1.9994E+02
 79 5.7114E+05 4.5257E+05 1.9998E+02
 80 5.4295E+05 4.9851E+05 2.0005E+02
 81 5.1527E+05 5.4813E+05 2.0017E+02
 82 4.8808E+05 6.0163E+05 2.0047E+02
 83 4.6137E+05 6.5916E+05 2.0105E+02
 84 4.3479E+05 7.2092E+05 2.0641E+02
 85 4.0806E+05 7.8707E+05 2.1178E+02
 86 3.8121E+05 8.5775E+05 2.1716E+02
 87 3.5427E+05 9.3312E+05 2.2253E+02
 88 3.2726E+05 1.0133E+06 2.2787E+02
 89 3.0022E+05 1.0984E+06 2.3315E+02
 90 2.7318E+05 1.1886E+06 2.3835E+02
 91 2.4619E+05 1.2838E+06 2.4343E+02
 92 2.1928E+05 1.3843E+06 2.4835E+02
 93 1.9249E+05 1.4899E+06 2.5308E+02
 94 1.6588E+05 1.6008E+06 2.5759E+02
 95 1.3950E+05 1.7168E+06 2.6186E+02
 96 1.1338E+05 1.8380E+06 2.6587E+02
 97 8.7566E+04 1.9643E+06 2.6978E+02
 98 6.2088E+04 2.0954E+06 2.7359E+02
 99 3.6981E+04 2.2314E+06 2.7717E+02
100 1.2280E+04 2.3720E+06 2.8060E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.1080E-06 3.2925E-06
  2 0.0000E+00 2.1080E-06 3.2925E-06
  3 0.0000E+00 2.1080E-06 3.2925E-06
  4 0.0000E+00 2.1080E-06 3.2925E-06
  5 0.0000E+00 2.1080E-06 3.2925E-06
  6 0.0000E+00 2.1080E-06 3.2925E-06
  7 0.0000E+00 2.1080E-06 3.2925E-06
  8 0.0000E+00 2.1080E-06 3.2925E-06
  9 0.0000E+00 2.1080E-06 3.2925E-06
 10 0.0000E+00 2.1080E-06 3.2925E-06
 11 0.0000E+00 2.1080E-06 3.2925E-06
 12 0.0000E+00 2.1080E-06 3.2925E-06
 13 0.0000E+00 2.1080E-06 3.2925E-06
 14 0.0000E+00 2.1080E-06 3.2925E-06
 15 0.0000E+00 2.1080E-06 3.2925E-06
 16 0.0000E+00 2.1080E-06 3.2925E-06
 17 0.0000E+00 2.1080E-06 3.2925E-06
 18 0.0000E+00 2.1080E-06 3.2925E-06
 19 0.0000E+00 2.1080E-06 3.2925E-06
 20 0.0000E+00 2.1080E-06 3.2925E-06
 21 0.0000E+00 2.1080E-06 3.2925E-06
 22 0.0000E+00 2.1080E-06 3.2925E-06
 23 0.0000E+00 2.1080E-06 3.2925E-06
 24 0.0000E+00 2.1080E-06 3.2925E-06
 25 0.0000E+00 2.1080E-06 3.2925E-06
 26 0.0000E+00 2.1080E-06 3.2925E-06
 27 0.0000E+00 2.1080E-06 3.2925E-06
 28 0.0000E+00 2.1080E-06 3.2925E-06
 29 0.0000E+00 2.1080E-06 3.2925E-06
 30 0.0000E+00 2.1080E-06 3.2925E-06
 31 0.0000E+00 2.1080E-06 3.2925E-06
 32 0.0000E+00 2.1080E-06 3.2925E-06
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 8.0480E-08 2.1029E-06 3.2925E-06
 81 1.9327E-07 2.0957E-06 2.9911E-06
 82 2.6657E-04 2.6842E-04 2.8231E-06
 83 3.0534E-04 3.0800E-04 5.7028E-06
 84 3.4934E-04 3.5463E-04 1.1110E-05
 85 3.9973E-04 4.0986E-04 2.0901E-05
 86 4.5674E-04 4.7546E-04 3.7996E-05
 87 5.2001E-04 5.5348E-04 6.6778E-05
 88 5.8834E-04 6.4619E-04 1.1345E-04
 89 6.5935E-04 7.5598E-04 1.8623E-04
 90 7.2932E-04 8.8521E-04 2.9519E-04
 91 7.9328E-04 1.0360E-03 4.5149E-04
 92 8.4544E-04 1.2100E-03 6.6615E-04
 93 8.8004E-04 1.4083E-03 9.4844E-04
 94 8.9244E-04 1.6314E-03 1.3045E-03
 95 8.8024E-04 1.8796E-03 1.7368E-03
 96 8.3390E-04 2.1524E-03 2.2726E-03
 97 7.0350E-04 2.4138E-03 2.9320E-03
 98 4.8540E-04 2.6119E-03 3.5707E-03
 99 1.5907E-04 2.7158E-03 4.2825E-03
100 0.0000E+00 2.7406E-03 4.6240E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3931E+06 1.0000E+00 2.2350E+02
  2 4.3157E+06 1.2655E+00 2.1936E+02
  3 4.2407E+06 1.5986E+00 2.1351E+02
  4 4.1684E+06 2.0159E+00 2.0715E+02
  5 4.0986E+06 2.5375E+00 2.0197E+02
  6 4.0309E+06 3.1884E+00 1.9794E+02
  7 3.9650E+06 3.9991E+00 1.9495E+02
  8 3.9004E+06 5.0071E+00 1.9292E+02
  9 3.8369E+06 6.2580E+00 1.9160E+02
 10 3.7742E+06 7.8076E+00 1.9093E+02
 11 3.7122E+06 9.7234E+00 1.9082E+02
 12 3.6507E+06 1.2088E+01 1.9120E+02
 13 3.5895E+06 1.5001E+01 1.9195E+02
 14 3.5285E+06 1.8582E+01 1.9295E+02
 15 3.4677E+06 2.2978E+01 1.9407E+02
 16 3.4071E+06 2.8363E+01 1.9521E+02
 17 3.3467E+06 3.4948E+01 1.9629E+02
 18 3.2865E+06 4.2985E+01 1.9723E+02
 19 3.2266E+06 5.2776E+01 1.9801E+02
 20 3.1670E+06 6.4683E+01 1.9859E+02
 21 3.1078E+06 7.9135E+01 1.9901E+02
 22 3.0490E+06 9.6643E+01 1.9927E+02
 23 2.9907E+06 1.1782E+02 1.9942E+02
 24 2.9329E+06 1.4337E+02 1.9949E+02
 25 2.8756E+06 1.7416E+02 1.9951E+02
 26 2.8189E+06 2.1118E+02 1.9951E+02
 27 2.7627E+06 2.5562E+02 1.9950E+02
 28 2.7070E+06 3.0887E+02 1.9948E+02
 29 2.6519E+06 3.7253E+02 1.9947E+02
 30 2.5973E+06 4.4853E+02 1.9945E+02
 31 2.5433E+06 5.3906E+02 1.9944E+02
 32 2.4897E+06 6.4672E+02 1.9943E+02
 33 2.4368E+06 7.7450E+02 1.9943E+02
 34 2.3843E+06 9.2587E+02 1.9944E+02
 35 2.3324E+06 1.1049E+03 1.9946E+02
 36 2.2810E+06 1.3161E+03 1.9948E+02
 37 2.2302E+06 1.5650E+03 1.9951E+02
 38 2.1799E+06 1.8576E+03 1.9955E+02
 39 2.1300E+06 2.2010E+03 1.9958E+02
 40 2.0808E+06 2.6032E+03 1.9961E+02
 41 2.0320E+06 3.0735E+03 1.9964E+02
 42 1.9838E+06 3.6223E+03 1.9966E+02
 43 1.9361E+06 4.2615E+03 1.9967E+02
 44 1.8889E+06 5.0046E+03 1.9969E+02
 45 1.8423E+06 5.8668E+03 1.9969E+02
