  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
 30 5.3906E-04 1.6350E+03 5.8173E+07
 31 6.4672E-04 1.6350E+03 5.4391E+07
 32 7.7450E-04 1.6350E+03 5.0879E+07
 33 9.2587E-04 1.6350E+03 4.7616E+07
 34 1.1049E-03 1.6350E+03 4.4582E+07
 35 1.3161E-03 1.6350E+03 4.1761E+07
 36 1.5650E-03 1.6350E+03 3.9135E+07
 37 1.8576E-03 1.6350E+03 3.6689E+07
 38 2.2010E-03 1.6350E+03 3.4409E+07
 39 2.6032E-03 1.6350E+03 3.2282E+07
 40 3.0735E-03 1.6350E+03 3.0297E+07
 41 3.6223E-03 1.6350E+03 2.8443E+07
 42 4.2615E-03 1.6350E+03 2.6710E+07
 43 5.0046E-03 1.6350E+03 2.5090E+07
 44 5.8668E-03 1.6350E+03 2.3575E+07
 45 6.8653E-03 1.6350E+03 2.2157E+07
 46 8.0194E-03 1.6350E+03 2.0830E+07
 47 9.3510E-03 1.6350E+03 1.9588E+07
 48 1.0884E-02 1.6350E+03 1.8424E+07
 49 1.2646E-02 1.6350E+03 1.7334E+07
 50 1.4668E-02 1.6350E+03 1.6312E+07
 51 1.6982E-02 1.6350E+03 1.5355E+07
 52 1.9626E-02 1.6350E+03 1.4457E+07
 53 2.2642E-02 1.6350E+03 1.3614E+07
 54 2.6074E-02 1.6350E+03 1.2823E+07
 55 2.9974E-02 1.6350E+03 1.2079E+07
 56 3.4396E-02 1.8151E+03 1.1783E+07
 57 3.9399E-02 2.0659E+03 1.1592E+07
 58 4.5051E-02 2.3431E+03 1.1391E+07
 59 5.1421E-02 2.6520E+03 1.1186E+07
 60 5.8588E-02 2.9969E+03 1.0979E+07
 61 6.6635E-02 3.3795E+03 1.0769E+07
 62 7.5653E-02 3.7973E+03 1.0549E+07
 63 8.5738E-02 4.2431E+03 1.0315E+07
 64 9.6996E-02 4.7072E+03 1.0060E+07
 65 1.0954E-01 5.1786E+03 9.7825E+06
 66 1.2348E-01 5.6452E+03 9.4820E+06
 67 1.3895E-01 6.1118E+03 9.1673E+06
 68 1.5607E-01 6.5863E+03 8.8467E+06
 69 1.7500E-01 7.0757E+03 8.5254E+06
 70 1.9588E-01 7.5831E+03 8.2059E+06
 71 2.1885E-01 8.1073E+03 7.8881E+06
 72 2.4409E-01 8.6435E+03 7.5716E+06
 73 2.7175E-01 9.1854E+03 7.2555E+06
 74 3.0201E-01 9.7272E+03 6.9398E+06
 75 3.3504E-01 1.0265E+04 6.6248E+06
 76 3.7102E-01 1.0795E+04 6.3116E+06
 77 4.1014E-01 1.1317E+04 6.0011E+06
 78 4.5257E-01 1.1827E+04 5.6941E+06
 79 4.9851E-01 1.2320E+04 5.3910E+06
 80 5.4813E-01 1.2726E+04 5.0840E+06
 81 6.0163E-01 1.3180E+04 4.7931E+06
 82 6.5916E-01 4.2386E+04 6.5832E+06
 83 7.2092E-01 4.1074E+04 6.0756E+06
 84 7.8707E-01 4.1123E+04 5.6783E+06
 85 8.5775E-01 4.1916E+04 5.3172E+06
 86 9.3312E-01 4.3374E+04 4.9729E+06
 87 1.0133E+00 4.5381E+04 4.6351E+06
 88 1.0984E+00 4.7882E+04 4.2971E+06
 89 1.1886E+00 5.0600E+04 3.9485E+06
 90 1.2838E+00 5.3320E+04 3.5850E+06
 91 1.3843E+00 5.6061E+04 3.2101E+06
 92 1.4899E+00 5.9008E+04 2.8304E+06
 93 1.6008E+00 6.2028E+04 2.4461E+06
 94 1.7168E+00 6.4980E+04 2.0597E+06
 95 1.8380E+00 6.7643E+04 1.6748E+06
 96 1.9643E+00 6.9936E+04 1.2981E+06
 97 2.0954E+00 7.1847E+04 1.2465E+06
 98 2.2314E+00 7.3383E+04 1.2511E+06
 99 2.3720E+00 7.4212E+04 1.2509E+06
100 2.5169E+00 7.7677E+04 3.3190E+10
 
  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2655E-06 1.6350E+03 5.5557E+08
  2 1.5986E-06 1.6350E+03 5.0372E+08
  3 2.0159E-06 1.6350E+03 4.5133E+08
  4 2.5375E-06 1.6350E+03 4.0417E+08
  5 3.1884E-06 1.6350E+03 3.6395E+08
  6 3.9991E-06 1.6350E+03 3.2886E+08
  7 5.0071E-06 1.6350E+03 2.9836E+08
  8 6.2580E-06 1.6350E+03 2.7235E+08
  9 7.8076E-06 1.6350E+03 2.5014E+08
 10 9.7234E-06 1.6350E+03 2.3088E+08
 11 1.2088E-05 1.6350E+03 2.1397E+08
 12 1.5001E-05 1.6350E+03 1.9899E+08
 13 1.8582E-05 1.6350E+03 1.8555E+08
 14 2.2978E-05 1.6350E+03 1.7335E+08
 15 2.8363E-05 1.6350E+03 1.6213E+08
 16 3.4948E-05 1.6350E+03 1.5171E+08
 17 4.2985E-05 1.6350E+03 1.4195E+08
 18 5.2776E-05 1.6350E+03 1.3277E+08
 19 6.4683E-05 1.6350E+03 1.2411E+08
 20 7.9135E-05 1.6350E+03 1.1592E+08
 21 9.6643E-05 1.6350E+03 1.0821E+08
 22 1.1782E-04 1.6350E+03 1.0096E+08
 23 1.4337E-04 1.6350E+03 9.4174E+07
 24 1.7416E-04 1.6350E+03 8.7835E+07
 25 2.1118E-04 1.6350E+03 8.1932E+07
 26 2.5562E-04 1.6350E+03 7.6446E+07
 27 3.0887E-04 1.6350E+03 7.1352E+07
 28 3.7253E-04 1.6350E+03 6.6624E+07
 29 4.4853E-04 1.6350E+03 6.2237E+07
 30 5.3906E-04 1.6350E+03 5.8164E+07
 31 6.4672E-04 1.6350E+03 5.4383E+07
 32 7.7450E-04 1.6350E+03 5.0871E+07
 33 9.2587E-04 1.6350E+03 4.7609E+07
 34 1.1049E-03 1.6350E+03 4.4576E+07
 35 1.3161E-03 1.6350E+03 4.1755E+07
 36 1.5650E-03 1.6350E+03 3.9129E+07
 37 1.8576E-03 1.6350E+03 3.6684E+07
 38 2.2010E-03 1.6350E+03 3.4405E+07
 39 2.6032E-03 1.6350E+03 3.2278E+07
 40 3.0735E-03 1.6350E+03 3.0293E+07
 41 3.6223E-03 1.6350E+03 2.8440E+07
 42 4.2615E-03 1.6350E+03 2.6707E+07
 43 5.0046E-03 1.6350E+03 2.5088E+07
 44 5.8668E-03 1.6350E+03 2.3573E+07
 45 6.8653E-03 1.6350E+03 2.2155E+07
 46 8.0194E-03 1.6350E+03 2.0828E+07
 47 9.3510E-03 1.6350E+03 1.9586E+07
 48 1.0884E-02 1.6350E+03 1.8422E+07
 49 1.2646E-02 1.6350E+03 1.7332E+07
 50 1.4668E-02 1.6350E+03 1.6311E+07
 51 1.6982E-02 1.6350E+03 1.5353E+07
 52 1.9626E-02 1.6350E+03 1.4455E+07
 53 2.2642E-02 1.6350E+03 1.3613E+07
 54 2.6074E-02 1.6350E+03 1.2822E+07
 55 2.9974E-02 1.6350E+03 1.2078E+07
 56 3.4396E-02 1.8545E+03 1.1867E+07
 57 3.9399E-02 2.1051E+03 1.1664E+07
 58 4.5051E-02 2.3822E+03 1.1453E+07
 59 5.1421E-02 2.6909E+03 1.1239E+07
 60 5.8588E-02 3.0355E+03 1.1025E+07
 61 6.6635E-02 3.4180E+03 1.0809E+07
 62 7.5653E-02 3.8356E+03 1.0584E+07
 63 8.5738E-02 4.2811E+03 1.0344E+07
 64 9.6996E-02 4.7450E+03 1.0086E+07
 65 1.0954E-01 5.2162E+03 9.8054E+06
 66 1.2348E-01 5.6826E+03 9.5021E+06
 67 1.3895E-01 6.1491E+03 9.1852E+06
 68 1.5607E-01 6.6234E+03 8.8626E+06
 69 1.7500E-01 7.1126E+03 8.5396E+06
 70 1.9588E-01 7.6199E+03 8.2185E+06
 71 2.1885E-01 8.1440E+03 7.8995E+06
 72 2.4409E-01 8.6799E+03 7.5817E+06
 73 2.7175E-01 9.2216E+03 7.2645E+06
 74 3.0201E-01 9.7631E+03 6.9478E+06
 75 3.3504E-01 1.0300E+04 6.6320E+06
 76 3.7102E-01 1.0830E+04 6.3180E+06
 77 4.1014E-01 1.1352E+04 6.0069E+06
 78 4.5257E-01 1.1862E+04 5.6994E+06
 79 4.9851E-01 1.2356E+04 5.3962E+06
 80 5.4813E-01 1.2756E+04 5.0881E+06
 81 6.0163E-01 1.3207E+04 4.7963E+06
 82 6.5916E-01 4.2451E+04 6.5858E+06
 83 7.2092E-01 4.1123E+04 6.0768E+06
 84 7.8707E-01 4.1168E+04 5.6792E+06
 85 8.5775E-01 4.1958E+04 5.3180E+06
 86 9.3312E-01 4.3411E+04 4.9735E+06
 87 1.0133E+00 4.5413E+04 4.6354E+06
 88 1.0984E+00 4.7911E+04 4.2973E+06
 89 1.1886E+00 5.0627E+04 3.9486E+06
 90 1.2838E+00 5.3349E+04 3.5850E+06
 91 1.3843E+00 5.6087E+04 3.2101E+06
 92 1.4899E+00 5.9033E+04 2.8303E+06
 93 1.6008E+00 6.2051E+04 2.4460E+06
 94 1.7168E+00 6.5006E+04 2.0597E+06
 95 1.8380E+00 6.7668E+04 1.6748E+06
 96 1.9643E+00 6.9963E+04 1.2981E+06
 97 2.0954E+00 7.1875E+04 1.2464E+06
 98 2.2314E+00 7.3409E+04 1.2510E+06
 99 2.3720E+00 7.4235E+04 1.2508E+06
100 2.5169E+00 7.7693E+04 3.3183E+10
 
  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2655E-06 1.6351E+03 5.5411E+08
  2 1.5986E-06 1.6351E+03 5.0190E+08
  3 2.0159E-06 1.6351E+03 4.5044E+08
  4 2.5375E-06 1.6351E+03 4.0345E+08
  5 3.1884E-06 1.6351E+03 3.6315E+08
  6 3.9991E-06 1.6351E+03 3.2833E+08
  7 5.0071E-06 1.6351E+03 2.9802E+08
  8 6.2580E-06 1.6351E+03 2.7198E+08
  9 7.8076E-06 1.6351E+03 2.4968E+08
 10 9.7234E-06 1.6351E+03 2.3041E+08
 11 1.2088E-05 1.6351E+03 2.1353E+08
 12 1.5001E-05 1.6351E+03 1.9857E+08
 13 1.8582E-05 1.6351E+03 1.8517E+08
 14 2.2978E-05 1.6351E+03 1.7301E+08
 15 2.8363E-05 1.6351E+03 1.6183E+08
 16 3.4948E-05 1.6351E+03 1.5146E+08
 17 4.2985E-05 1.6351E+03 1.4175E+08
 18 5.2776E-05 1.6351E+03 1.3261E+08
 19 6.4683E-05 1.6351E+03 1.2399E+08
 20 7.9135E-05 1.6351E+03 1.1584E+08
 21 9.6643E-05 1.6351E+03 1.0815E+08
 22 1.1782E-04 1.6351E+03 1.0092E+08
 23 1.4337E-04 1.6351E+03 9.4139E+07
 24 1.7416E-04 1.6351E+03 8.7808E+07
 25 2.1118E-04 1.6351E+03 8.1911E+07
 26 2.5562E-04 1.6351E+03 7.6428E+07
 27 3.0887E-04 1.6351E+03 7.1335E+07
 28 3.7253E-04 1.6351E+03 6.6609E+07
 29 4.4853E-04 1.6351E+03 6.2222E+07
 30 5.3906E-04 1.6351E+03 5.8150E+07
 31 6.4672E-04 1.6351E+03 5.4370E+07
 32 7.7450E-04 1.6351E+03 5.0859E+07
 33 9.2587E-04 1.6351E+03 4.7597E+07
 34 1.1049E-03 1.6351E+03 4.4565E+07
 35 1.3161E-03 1.6351E+03 4.1746E+07
 36 1.5650E-03 1.6351E+03 3.9121E+07
 37 1.8576E-03 1.6351E+03 3.6677E+07
 38 2.2010E-03 1.6351E+03 3.4398E+07
 39 2.6032E-03 1.6351E+03 3.2272E+07
 40 3.0735E-03 1.6351E+03 3.0288E+07
 41 3.6223E-03 1.6351E+03 2.8435E+07
 42 4.2615E-03 1.6351E+03 2.6703E+07
 43 5.0046E-03 1.6351E+03 2.5084E+07
 44 5.8668E-03 1.6351E+03 2.3570E+07
 45 6.8653E-03 1.6351E+03 2.2152E+07
 46 8.0194E-03 1.6351E+03 2.0825E+07
 47 9.3510E-03 1.6351E+03 1.9583E+07
 48 1.0884E-02 1.6351E+03 1.8420E+07
 49 1.2646E-02 1.6351E+03 1.7330E+07
 50 1.4668E-02 1.6351E+03 1.6309E+07
 51 1.6982E-02 1.6351E+03 1.5351E+07
 52 1.9626E-02 1.6351E+03 1.4453E+07
 53 2.2642E-02 1.6351E+03 1.3611E+07
 54 2.6074E-02 1.6351E+03 1.2820E+07
 55 2.9974E-02 1.6635E+03 1.2146E+07
 56 3.4396E-02 1.8925E+03 1.1946E+07
 57 3.9399E-02 2.1429E+03 1.1731E+07
 58 4.5051E-02 2.4197E+03 1.1511E+07
 59 5.1421E-02 2.7282E+03 1.1290E+07
 60 5.8588E-02 3.0727E+03 1.1069E+07
 61 6.6635E-02 3.4549E+03 1.0846E+07
 62 7.5653E-02 3.8723E+03 1.0616E+07
 63 8.5738E-02 4.3176E+03 1.0373E+07
 64 9.6996E-02 4.7813E+03 1.0110E+07
 65 1.0954E-01 5.2523E+03 9.8269E+06
 66 1.2348E-01 5.7185E+03 9.5212E+06
 67 1.3895E-01 6.1848E+03 9.2022E+06
 68 1.5607E-01 6.6590E+03 8.8777E+06
 69 1.7500E-01 7.1480E+03 8.5531E+06
 70 1.9588E-01 7.6552E+03 8.2305E+06
 71 2.1885E-01 8.1791E+03 7.9102E+06
 72 2.4409E-01 8.7148E+03 7.5913E+06
 73 2.7175E-01 9.2562E+03 7.2731E+06
 74 3.0201E-01 9.7975E+03 6.9555E+06
 75 3.3504E-01 1.0334E+04 6.6389E+06
 76 3.7102E-01 1.0864E+04 6.3242E+06
 77 4.1014E-01 1.1385E+04 6.0125E+06
 78 4.5257E-01 1.1895E+04 5.7046E+06
 79 4.9851E-01 1.2391E+04 5.4013E+06
 80 5.4813E-01 1.2787E+04 5.0923E+06
 81 6.0163E-01 1.3234E+04 4.7995E+06
 82 6.5916E-01 4.2506E+04 6.5880E+06
 83 7.2092E-01 4.1166E+04 6.0779E+06
 84 7.8707E-01 4.1207E+04 5.6802E+06
 85 8.5775E-01 4.1994E+04 5.3187E+06
 86 9.3312E-01 4.3444E+04 4.9740E+06
 87 1.0133E+00 4.5442E+04 4.6357E+06
 88 1.0984E+00 4.7937E+04 4.2974E+06
 89 1.1886E+00 5.0652E+04 3.9487E+06
 90 1.2838E+00 5.3375E+04 3.5851E+06
 91 1.3843E+00 5.6111E+04 3.2101E+06
 92 1.4899E+00 5.9054E+04 2.8302E+06
 93 1.6008E+00 6.2072E+04 2.4460E+06
 94 1.7168E+00 6.5029E+04 2.0597E+06
 95 1.8380E+00 6.7690E+04 1.6747E+06
 96 1.9643E+00 6.9986E+04 1.2981E+06
 97 2.0954E+00 7.1900E+04 1.2464E+06
 98 2.2314E+00 7.3431E+04 1.2510E+06
 99 2.3720E+00 7.4255E+04 1.2508E+06
100 2.5169E+00 7.7707E+04 3.3160E+10
 
  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2655E-06 1.6352E+03 5.5560E+08
  2 1.5986E-06 1.6352E+03 4.9809E+08
  3 2.0159E-06 1.6352E+03 4.4656E+08
  4 2.5375E-06 1.6352E+03 4.0199E+08
  5 3.1884E-06 1.6352E+03 3.6167E+08
  6 3.9991E-06 1.6352E+03 3.2656E+08
  7 5.0071E-06 1.6352E+03 2.9715E+08
  8 6.2580E-06 1.6352E+03 2.7149E+08
  9 7.8076E-06 1.6352E+03 2.4903E+08
 10 9.7234E-06 1.6352E+03 2.2968E+08
 11 1.2088E-05 1.6352E+03 2.1282E+08
 12 1.5001E-05 1.6352E+03 1.9792E+08
 13 1.8582E-05 1.6352E+03 1.8458E+08
 14 2.2978E-05 1.6352E+03 1.7249E+08
 15 2.8363E-05 1.6352E+03 1.6140E+08
 16 3.4948E-05 1.6352E+03 1.5110E+08
 17 4.2985E-05 1.6352E+03 1.4147E+08
 18 5.2776E-05 1.6352E+03 1.3239E+08
 19 6.4683E-05 1.6352E+03 1.2382E+08
 20 7.9135E-05 1.6352E+03 1.1572E+08
 21 9.6643E-05 1.6352E+03 1.0806E+08
 22 1.1782E-04 1.6352E+03 1.0085E+08
 23 1.4337E-04 1.6352E+03 9.4092E+07
 24 1.7416E-04 1.6352E+03 8.7771E+07
 25 2.1118E-04 1.6352E+03 8.1880E+07
 26 2.5562E-04 1.6352E+03 7.6401E+07
 27 3.0887E-04 1.6352E+03 7.1311E+07
 28 3.7253E-04 1.6352E+03 6.6586E+07
 29 4.4853E-04 1.6352E+03 6.2200E+07
 30 5.3906E-04 1.6352E+03 5.8130E+07
 31 6.4672E-04 1.6352E+03 5.4351E+07
 32 7.7450E-04 1.6352E+03 5.0841E+07
 33 9.2587E-04 1.6352E+03 4.7581E+07
 34 1.1049E-03 1.6352E+03 4.4550E+07
 35 1.3161E-03 1.6352E+03 4.1732E+07
 36 1.5650E-03 1.6352E+03 3.9109E+07
 37 1.8576E-03 1.6352E+03 3.6666E+07
 38 2.2010E-03 1.6352E+03 3.4389E+07
 39 2.6032E-03 1.6352E+03 3.2264E+07
 40 3.0735E-03 1.6352E+03 3.0281E+07
 41 3.6223E-03 1.6352E+03 2.8429E+07
 42 4.2615E-03 1.6352E+03 2.6698E+07
 43 5.0046E-03 1.6352E+03 2.5079E+07
 44 5.8668E-03 1.6352E+03 2.3565E+07
 45 6.8653E-03 1.6352E+03 2.2148E+07
 46 8.0194E-03 1.6352E+03 2.0822E+07
 47 9.3510E-03 1.6352E+03 1.9580E+07
 48 1.0884E-02 1.6352E+03 1.8416E+07
 49 1.2646E-02 1.6352E+03 1.7327E+07
 50 1.4668E-02 1.6352E+03 1.6306E+07
 51 1.6982E-02 1.6352E+03 1.5348E+07
 52 1.9626E-02 1.6352E+03 1.4451E+07
 53 2.2642E-02 1.6352E+03 1.3609E+07
 54 2.6074E-02 1.6352E+03 1.2818E+07
 55 2.9974E-02 1.6932E+03 1.2216E+07
 56 3.4396E-02 1.9219E+03 1.2006E+07
 57 3.9399E-02 2.1721E+03 1.1783E+07
 58 4.5051E-02 2.4487E+03 1.1555E+07
 59 5.1421E-02 2.7569E+03 1.1328E+07
 60 5.8588E-02 3.1010E+03 1.1101E+07
 61 6.6635E-02 3.4829E+03 1.0874E+07
 62 7.5653E-02 3.8999E+03 1.0640E+07
 63 8.5738E-02 4.3449E+03 1.0393E+07
 64 9.6996E-02 4.8083E+03 1.0129E+07
 65 1.0954E-01 5.2790E+03 9.8429E+06
 66 1.2348E-01 5.7449E+03 9.5354E+06
 67 1.3895E-01 6.2110E+03 9.2148E+06
 68 1.5607E-01 6.6850E+03 8.8891E+06
 69 1.7500E-01 7.1738E+03 8.5633E+06
 70 1.9588E-01 7.6808E+03 8.2397E+06
 71 2.1885E-01 8.2044E+03 7.9184E+06
 72 2.4409E-01 8.7400E+03 7.5987E+06
 73 2.7175E-01 9.2811E+03 7.2798E+06
 74 3.0201E-01 9.8220E+03 6.9616E+06
 75 3.3504E-01 1.0358E+04 6.6445E+06
 76 3.7102E-01 1.0888E+04 6.3293E+06
 77 4.1014E-01 1.1408E+04 6.0172E+06
 78 4.5257E-01 1.1919E+04 5.7092E+06
 79 4.9851E-01 1.2417E+04 5.4059E+06
 80 5.4813E-01 1.2809E+04 5.0961E+06
 81 6.0163E-01 1.3254E+04 4.8026E+06
 82 6.5916E-01 4.2550E+04 6.5987E+06
 83 7.2092E-01 4.1199E+04 6.0858E+06
 84 7.8707E-01 4.1237E+04 5.6809E+06
 85 8.5775E-01 4.2022E+04 5.3192E+06
 86 9.3312E-01 4.3469E+04 4.9744E+06
 87 1.0133E+00 4.5463E+04 4.6359E+06
 88 1.0984E+00 4.7956E+04 4.2975E+06
 89 1.1886E+00 5.0671E+04 3.9487E+06
 90 1.2838E+00 5.3394E+04 3.5851E+06
 91 1.3843E+00 5.6129E+04 3.2101E+06
 92 1.4899E+00 5.9071E+04 2.8303E+06
 93 1.6008E+00 6.2088E+04 2.4459E+06
 94 1.7168E+00 6.5047E+04 2.0596E+06
 95 1.8380E+00 6.7707E+04 1.6747E+06
 96 1.9643E+00 7.0005E+04 1.2981E+06
 97 2.0954E+00 7.1919E+04 1.2464E+06
 98 2.2314E+00 7.3449E+04 1.2510E+06
 99 2.3720E+00 7.4271E+04 1.2507E+06
100 2.5169E+00 7.7718E+04 3.3122E+10
 
  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2655E-06 1.6384E+03 5.5574E+08
  2 1.5986E-06 1.6384E+03 4.9685E+08
  3 2.0159E-06 1.6384E+03 4.4678E+08
  4 2.5375E-06 1.6384E+03 4.0337E+08
  5 3.1884E-06 1.6384E+03 3.6309E+08
  6 3.9991E-06 1.6384E+03 3.2737E+08
  7 5.0071E-06 1.6384E+03 2.9696E+08
  8 6.2580E-06 1.6384E+03 2.7091E+08
  9 7.8076E-06 1.6384E+03 2.4849E+08
 10 9.7234E-06 1.6384E+03 2.2913E+08
 11 1.2088E-05 1.6384E+03 2.1227E+08
 12 1.5001E-05 1.6384E+03 1.9741E+08
 13 1.8582E-05 1.6384E+03 1.8414E+08
 14 2.2978E-05 1.6384E+03 1.7211E+08
 15 2.8363E-05 1.6384E+03 1.6108E+08
 16 3.4948E-05 1.6384E+03 1.5085E+08
 17 4.2985E-05 1.6384E+03 1.4127E+08
 18 5.2776E-05 1.6384E+03 1.3226E+08
 19 6.4683E-05 1.6384E+03 1.2373E+08
 20 7.9135E-05 1.6384E+03 1.1567E+08
 21 9.6643E-05 1.6384E+03 1.0804E+08
 22 1.1782E-04 1.6384E+03 1.0085E+08
 23 1.4337E-04 1.6384E+03 9.4103E+07
 24 1.7416E-04 1.6384E+03 8.7788E+07
 25 2.1118E-04 1.6384E+03 8.1899E+07
 26 2.5562E-04 1.6384E+03 7.6420E+07
 27 3.0887E-04 1.6384E+03 7.1329E+07
 28 3.7253E-04 1.6384E+03 6.6603E+07
 29 4.4853E-04 1.6384E+03 6.2216E+07
 30 5.3906E-04 1.6384E+03 5.8144E+07
 31 6.4672E-04 1.6384E+03 5.4364E+07
 32 7.7450E-04 1.6384E+03 5.0854E+07
 33 9.2587E-04 1.6384E+03 4.7593E+07
 34 1.1049E-03 1.6384E+03 4.4562E+07
 35 1.3161E-03 1.6384E+03 4.1744E+07
 36 1.5650E-03 1.6384E+03 3.9120E+07
 37 1.8576E-03 1.6384E+03 3.6677E+07
 38 2.2010E-03 1.6384E+03 3.4400E+07
 39 2.6032E-03 1.6384E+03 3.2275E+07
 40 3.0735E-03 1.6384E+03 3.0292E+07
 41 3.6223E-03 1.6384E+03 2.8439E+07
 42 4.2615E-03 1.6384E+03 2.6708E+07
 43 5.0046E-03 1.6384E+03 2.5089E+07
 44 5.8668E-03 1.6384E+03 2.3574E+07
 45 6.8653E-03 1.6384E+03 2.2157E+07
 46 8.0194E-03 1.6384E+03 2.0830E+07
 47 9.3510E-03 1.6384E+03 1.9587E+07
 48 1.0884E-02 1.6384E+03 1.8423E+07
 49 1.2646E-02 1.6384E+03 1.7333E+07
 50 1.4668E-02 1.6384E+03 1.6311E+07
 51 1.6982E-02 1.6384E+03 1.5354E+07
 52 1.9626E-02 1.6384E+03 1.4456E+07
 53 2.2642E-02 1.6384E+03 1.3613E+07
 54 2.6074E-02 1.6384E+03 1.2822E+07
 55 2.9974E-02 1.6384E+03 1.2079E+07
 56 3.4396E-02 1.6384E+03 1.1380E+07
 57 3.9399E-02 1.6384E+03 1.0723E+07
 58 4.5051E-02 1.6384E+03 1.0104E+07
 59 5.1421E-02 1.7310E+03 9.6969E+06
 60 5.8588E-02 2.0745E+03 9.7060E+06
 61 6.6635E-02 2.4556E+03 9.6752E+06
 62 7.5653E-02 2.8718E+03 9.6055E+06
 63 8.5738E-02 3.3158E+03 9.4951E+06
 64 9.6996E-02 3.7782E+03 9.3436E+06
 65 1.0954E-01 4.2478E+03 9.1523E+06
 66 1.2348E-01 4.7126E+03 8.9233E+06
 67 1.3895E-01 5.1773E+03 8.6696E+06
 68 1.5607E-01 5.6497E+03 8.4015E+06
 69 1.7500E-01 6.1365E+03 8.1262E+06
 70 1.9588E-01 6.6411E+03 7.8472E+06
 71 2.1885E-01 7.1618E+03 7.5652E+06
 72 2.4409E-01 7.6937E+03 7.2800E+06
 73 2.7175E-01 8.2304E+03 6.9915E+06
 74 3.0201E-01 8.7657E+03 6.7000E+06
 75 3.3504E-01 9.2951E+03 6.4063E+06
 76 3.7102E-01 9.8154E+03 6.1118E+06
 77 4.1014E-01 1.0325E+04 5.8179E+06
 78 4.5257E-01 1.0821E+04 5.5259E+06
 79 4.9851E-01 1.1302E+04 5.2369E+06
 80 5.4813E-01 1.1761E+04 4.9510E+06
 81 6.0163E-01 1.2160E+04 4.6656E+06
 82 6.5916E-01 1.2529E+04 4.3871E+06
 83 7.2092E-01 4.2131E+04 6.1244E+06
 84 7.8707E-01 4.1619E+04 5.6920E+06
 85 8.5775E-01 4.2285E+04 5.3244E+06
 86 9.3312E-01 4.3664E+04 4.9764E+06
 87 1.0133E+00 4.5604E+04 4.6357E+06
 88 1.0984E+00 4.8068E+04 4.2964E+06
 89 1.1886E+00 5.0763E+04 3.9470E+06
 90 1.2838E+00 5.3473E+04 3.5833E+06
 91 1.3843E+00 5.6196E+04 3.2082E+06
 92 1.4899E+00 5.9134E+04 2.8285E+06
 93 1.6008E+00 6.2150E+04 2.4443E+06
 94 1.7168E+00 6.5108E+04 2.0583E+06
 95 1.8380E+00 6.7769E+04 1.6736E+06
 96 1.9643E+00 7.0067E+04 1.2972E+06
 97 2.0954E+00 7.1981E+04 1.2456E+06
 98 2.2314E+00 7.3510E+04 1.2501E+06
 99 2.3720E+00 7.4330E+04 1.2499E+06
100 2.5169E+00 7.7772E+04 3.3105E+10
 
  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2655E-06 1.6330E+03 5.5112E+08
  2 1.5986E-06 1.6330E+03 4.9477E+08
  3 2.0159E-06 1.6330E+03 4.4518E+08
  4 2.5375E-06 1.6330E+03 4.0208E+08
  5 3.1884E-06 1.6330E+03 3.6258E+08
  6 3.9991E-06 1.6330E+03 3.2519E+08
  7 5.0071E-06 1.6330E+03 2.9537E+08
  8 6.2580E-06 1.6330E+03 2.6963E+08
  9 7.8076E-06 1.6330E+03 2.4722E+08
 10 9.7234E-06 1.6330E+03 2.2794E+08
 11 1.2088E-05 1.6330E+03 2.1122E+08
 12 1.5001E-05 1.6330E+03 1.9648E+08
 13 1.8582E-05 1.6330E+03 1.8331E+08
 14 2.2978E-05 1.6330E+03 1.7140E+08
 15 2.8363E-05 1.6330E+03 1.6048E+08
 16 3.4948E-05 1.6330E+03 1.5035E+08
 17 4.2985E-05 1.6330E+03 1.4086E+08
 18 5.2776E-05 1.6330E+03 1.3193E+08
 19 6.4683E-05 1.6330E+03 1.2347E+08
 20 7.9135E-05 1.6330E+03 1.1545E+08
 21 9.6643E-05 1.6330E+03 1.0786E+08
 22 1.1782E-04 1.6330E+03 1.0070E+08
 23 1.4337E-04 1.6330E+03 9.3963E+07
 24 1.7416E-04 1.6330E+03 8.7661E+07
 25 2.1118E-04 1.6330E+03 8.1781E+07
 26 2.5562E-04 1.6330E+03 7.6309E+07
 27 3.0887E-04 1.6330E+03 7.1225E+07
 28 3.7253E-04 1.6330E+03 6.6505E+07
 29 4.4853E-04 1.6330E+03 6.2124E+07
 30 5.3906E-04 1.6330E+03 5.8057E+07
 31 6.4672E-04 1.6330E+03 5.4283E+07
 32 7.7450E-04 1.6330E+03 5.0777E+07
 33 9.2587E-04 1.6330E+03 4.7522E+07
 34 1.1049E-03 1.6330E+03 4.4496E+07
 35 1.3161E-03 1.6330E+03 4.1682E+07
 36 1.5650E-03 1.6330E+03 3.9064E+07
 37 1.8576E-03 1.6330E+03 3.6625E+07
 38 2.2010E-03 1.6330E+03 3.4352E+07
 39 2.6032E-03 1.6330E+03 3.2231E+07
 40 3.0735E-03 1.6330E+03 3.0251E+07
