 NST=     1

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
 23   2.451E+05   4.417E+04   1.009E+02   3.417E+05   9.023E+04   3.136E+05   1.009E+02   3.417E+05
 24   2.451E+05   4.417E+04   1.050E+02   3.417E+05   9.023E+04   3.136E+05   1.050E+02   3.417E+05
 25   2.451E+05   4.417E+04   1.096E+02   3.417E+05   9.023E+04   3.136E+05   1.096E+02   3.417E+05
 26   2.451E+05   4.417E+04   1.152E+02   3.417E+05   9.023E+04   3.136E+05   1.152E+02   3.417E+05
 27   2.451E+05   4.417E+04   1.219E+02   3.417E+05   9.023E+04   3.136E+05   1.219E+02   3.417E+05
 28   2.451E+05   4.417E+04   1.299E+02   3.417E+05   9.023E+04   3.136E+05   1.299E+02   3.417E+05
 29   2.451E+05   4.417E+04   1.397E+02   3.417E+05   9.023E+04   3.136E+05   1.397E+02   3.417E+05
 30   2.451E+05   4.417E+04   1.516E+02   3.417E+05   9.023E+04   3.136E+05   1.516E+02   3.417E+05
 31   2.451E+05   4.417E+04   1.659E+02   3.417E+05   9.023E+04   3.136E+05   1.659E+02   3.417E+05
 32   2.451E+05   4.417E+04   1.832E+02   3.417E+05   9.023E+04   3.136E+05   1.832E+02   3.417E+05
 33   2.451E+05   4.416E+04   2.040E+02   3.417E+05   9.023E+04   3.136E+05   2.040E+02   3.417E+05
 34   2.451E+05   4.416E+04   2.286E+02   3.417E+05   9.023E+04   3.136E+05   2.286E+02   3.417E+05
 35   2.451E+05   4.416E+04   2.574E+02   3.417E+05   9.023E+04   3.136E+05   2.574E+02   3.417E+05
 36   2.451E+05   4.415E+04   2.909E+02   3.416E+05   9.023E+04   3.136E+05   2.909E+02   3.417E+05
 37   2.451E+05   4.415E+04   3.290E+02   3.416E+05   9.023E+04   3.136E+05   3.290E+02   3.416E+05
 38   2.451E+05   4.415E+04   3.717E+02   3.416E+05   9.023E+04   3.136E+05   3.717E+02   3.416E+05
 39   2.451E+05   4.414E+04   4.191E+02   3.416E+05   9.023E+04   3.136E+05   4.191E+02   3.416E+05
 40   2.451E+05   4.413E+04   4.715E+02   3.415E+05   9.023E+04   3.136E+05   4.715E+02   3.416E+05
 41   2.451E+05   4.413E+04   5.299E+02   3.415E+05   9.023E+04   3.136E+05   5.299E+02   3.415E+05
 42   2.451E+05   4.412E+04   5.956E+02   3.415E+05   9.023E+04   3.136E+05   5.956E+02   3.415E+05
 43   2.451E+05   4.411E+04   6.698E+02   3.414E+05   9.023E+04   3.136E+05   6.698E+02   3.415E+05
 44   2.451E+05   4.410E+04   7.537E+02   3.414E+05   9.023E+04   3.136E+05   7.537E+02   3.414E+05
 45   2.451E+05   4.408E+04   8.486E+02   3.413E+05   9.023E+04   3.136E+05   8.486E+02   3.414E+05
 46   2.451E+05   4.407E+04   9.568E+02   3.412E+05   9.023E+04   3.136E+05   9.568E+02   3.413E+05
 47   2.451E+05   4.405E+04   1.082E+03   3.412E+05   9.023E+04   3.136E+05   1.082E+03   3.412E+05
 48   2.451E+05   4.403E+04   1.227E+03   3.411E+05   9.023E+04   3.136E+05   1.227E+03   3.412E+05
 49   2.451E+05   4.401E+04   1.395E+03   3.410E+05   9.023E+04   3.136E+05   1.395E+03   3.411E+05
 50   2.451E+05   4.398E+04   1.586E+03   3.408E+05   9.023E+04   3.136E+05   1.586E+03   3.410E+05
 51   2.451E+05   4.395E+04   1.801E+03   3.407E+05   9.023E+04   3.136E+05   1.801E+03   3.409E+05
 52   2.451E+05   4.391E+04   2.038E+03   3.406E+05   9.023E+04   3.135E+05   2.038E+03   3.408E+05
 53   2.451E+05   4.387E+04   2.297E+03   3.405E+05   9.023E+04   3.135E+05   2.297E+03   3.406E+05
 54   2.451E+05   4.383E+04   2.576E+03   3.403E+05   9.023E+04   3.135E+05   2.576E+03   3.405E+05
 55   2.451E+05   4.378E+04   2.875E+03   3.402E+05   9.023E+04   3.135E+05   2.875E+03   3.404E+05
 56   2.451E+05   4.372E+04   3.196E+03   3.400E+05   9.023E+04   3.135E+05   3.196E+03   3.403E+05
 57   2.451E+05   4.365E+04   3.544E+03   3.398E+05   9.023E+04   3.135E+05   3.544E+03   3.402E+05
 58   2.451E+05   4.358E+04   3.922E+03   3.396E+05   9.023E+04   3.134E+05   3.922E+03   3.400E+05
 59   2.451E+05   4.349E+04   4.334E+03   3.394E+05   9.023E+04   3.134E+05   4.334E+03   3.399E+05
 60   2.451E+05   4.340E+04   4.783E+03   3.392E+05   9.023E+04   3.134E+05   4.783E+03   3.397E+05
 61   2.451E+05   4.329E+04   5.271E+03   3.389E+05   9.023E+04   3.133E+05   5.271E+03   3.395E+05
 62   2.451E+05   4.317E+04   5.795E+03   3.387E+05   9.023E+04   3.133E+05   5.795E+03   3.393E+05
 63   2.451E+05   4.304E+04   6.350E+03   3.384E+05   9.023E+04   3.133E+05   6.350E+03   3.392E+05
 64   2.452E+05   4.289E+04   6.929E+03   3.382E+05   9.023E+04   3.132E+05   6.929E+03   3.390E+05
 65   2.452E+05   4.273E+04   7.523E+03   3.379E+05   9.024E+04   3.132E+05   7.523E+03   3.388E+05
 66   2.452E+05   4.255E+04   8.125E+03   3.376E+05   9.024E+04   3.131E+05   8.125E+03   3.387E+05
 67   2.452E+05   4.235E+04   8.722E+03   3.373E+05   9.024E+04   3.131E+05   8.722E+03   3.385E+05
 68   2.453E+05   4.213E+04   9.323E+03   3.370E+05   9.024E+04   3.130E+05   9.323E+03   3.383E+05
 69   2.453E+05   4.189E+04   9.940E+03   3.366E+05   9.024E+04   3.129E+05   9.940E+03   3.381E+05
 70   2.454E+05   4.163E+04   1.058E+04   3.362E+05   9.024E+04   3.129E+05   1.058E+04   3.379E+05
 71   2.455E+05   4.134E+04   1.125E+04   3.358E+05   9.024E+04   3.128E+05   1.125E+04   3.377E+05
 72   2.455E+05   4.103E+04   1.195E+04   3.354E+05   9.024E+04   3.127E+05   1.195E+04   3.375E+05
 73   2.457E+05   4.069E+04   1.268E+04   3.349E+05   9.024E+04   3.126E+05   1.268E+04   3.373E+05
 74   2.458E+05   4.032E+04   1.344E+04   3.344E+05   9.024E+04   3.125E+05   1.344E+04   3.370E+05
 75   2.459E+05   3.992E+04   1.422E+04   3.338E+05   9.024E+04   3.125E+05   1.422E+04   3.368E+05
 76   2.461E+05   3.949E+04   1.502E+04   3.332E+05   9.024E+04   3.124E+05   1.502E+04   3.365E+05
 77   2.463E+05   3.902E+04   1.585E+04   3.326E+05   9.024E+04   3.123E+05   1.585E+04   3.362E+05
 78   2.466E+05   3.852E+04   1.670E+04   3.319E+05   9.025E+04   3.122E+05   1.670E+04   3.359E+05
 79   2.470E+05   3.798E+04   1.758E+04   3.312E+05   9.026E+04   3.121E+05   1.758E+04   3.356E+05
 80   2.474E+05   3.741E+04   1.849E+04   3.304E+05   9.028E+04   3.120E+05   1.849E+04   3.353E+05
 81   2.481E+05   3.679E+04   1.945E+04   3.296E+05   9.041E+04   3.119E+05   1.937E+04   3.351E+05
 82   2.491E+05   3.613E+04   2.062E+04   3.287E+05   9.066E+04   3.118E+05   2.051E+04   3.349E+05
 83   2.507E+05   3.544E+04   2.232E+04   3.278E+05   9.883E+04   3.010E+05   9.706E+04   3.136E+05
 84   2.529E+05   3.469E+04   2.517E+04   3.268E+05   1.094E+05   2.946E+05   1.074E+05   3.059E+05
 85   2.555E+05   3.390E+04   2.978E+04   3.256E+05   1.208E+05   2.840E+05   1.191E+05   2.947E+05
 86   2.587E+05   3.307E+04   3.654E+04   3.242E+05   1.332E+05   2.716E+05   1.317E+05   2.815E+05
 87   2.624E+05   3.219E+04   4.555E+04   3.224E+05   1.465E+05   2.576E+05   1.452E+05   2.666E+05
 88   2.669E+05   3.126E+04   5.663E+04   3.201E+05   1.608E+05   2.420E+05   1.596E+05   2.503E+05
 89   2.721E+05   3.028E+04   6.949E+04   3.174E+05   1.759E+05   2.247E+05   1.748E+05   2.324E+05
 90   2.781E+05   2.926E+04   8.379E+04   3.141E+05   1.918E+05   2.057E+05   1.908E+05   2.128E+05
 91   2.849E+05   2.819E+04   9.936E+04   3.102E+05   2.084E+05   1.855E+05   2.075E+05   1.919E+05
 92   2.924E+05   2.707E+04   1.163E+05   3.058E+05   2.255E+05   1.638E+05   2.247E+05   1.699E+05
 93   3.006E+05   2.590E+04   1.344E+05   3.011E+05   2.429E+05   1.405E+05   2.422E+05   1.463E+05
 94   3.094E+05   2.469E+04   1.534E+05   2.959E+05   2.604E+05   1.158E+05   2.597E+05   1.214E+05
 95   3.186E+05   2.344E+04   1.727E+05   2.906E+05   2.778E+05   9.055E+04   2.772E+05   9.583E+04
 96   3.282E+05   2.215E+04   1.918E+05   2.851E+05   2.950E+05   6.508E+04   2.944E+05   7.018E+04
 97   3.383E+05   2.083E+04   2.105E+05   2.795E+05   3.126E+05   4.047E+04   3.120E+05   4.536E+04
 98   3.488E+05   1.949E+04   2.293E+05   2.738E+05   3.305E+05   1.957E+04   3.297E+05   2.437E+04
 99   3.593E+05   1.813E+04   2.484E+05   2.683E+05   3.488E+05   4.744E+03   3.471E+05   9.516E+03
100   3.689E+05   1.678E+04   2.682E+05   2.628E+05   3.689E+05   3.178E+02   3.636E+05   5.085E+03
101   3.734E+05   1.545E+04   2.848E+05   2.575E+05   3.734E+05   2.961E+02   3.686E+05   4.935E+03
 NST=     4

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
  1   2.435E+05   4.424E+04   0.000E+00   3.418E+05   8.994E+04   3.133E+05   0.000E+00   3.418E+05
  2   2.435E+05   4.424E+04  -2.706E+00   3.418E+05   8.994E+04   3.133E+05   1.263E+00   3.418E+05
  3   2.435E+05   4.424E+04  -4.859E+00   3.418E+05   8.994E+04   3.133E+05  -3.718E+00   3.418E+05
  4   2.435E+05   4.424E+04  -1.286E+00   3.418E+05   8.994E+04   3.133E+05  -1.837E+00   3.418E+05
  5   2.435E+05   4.424E+04   9.884E-01   3.418E+05   8.994E+04   3.133E+05   8.382E-01   3.418E+05
  6   2.435E+05   4.424E+04   3.699E+00   3.418E+05   8.994E+04   3.133E+05   3.885E+00   3.418E+05
  7   2.435E+05   4.424E+04   6.648E+00   3.418E+05   8.994E+04   3.133E+05   6.664E+00   3.418E+05
  8   2.435E+05   4.424E+04   1.051E+01   3.418E+05   8.994E+04   3.133E+05   1.052E+01   3.418E+05
  9   2.435E+05   4.424E+04   1.447E+01   3.418E+05   8.994E+04   3.133E+05   1.445E+01   3.418E+05
 10   2.435E+05   4.424E+04   1.898E+01   3.418E+05   8.994E+04   3.133E+05   1.898E+01   3.418E+05
 11   2.435E+05   4.424E+04   2.395E+01   3.418E+05   8.994E+04   3.133E+05   2.394E+01   3.418E+05
 12   2.435E+05   4.424E+04   2.943E+01   3.418E+05   8.994E+04   3.133E+05   2.944E+01   3.418E+05
 13   2.435E+05   4.424E+04   3.545E+01   3.418E+05   8.994E+04   3.133E+05   3.545E+01   3.418E+05
 14   2.435E+05   4.424E+04   4.190E+01   3.418E+05   8.994E+04   3.133E+05   4.190E+01   3.418E+05
 15   2.435E+05   4.424E+04   4.866E+01   3.417E+05   8.994E+04   3.133E+05   4.865E+01   3.417E+05
 16   2.435E+05   4.424E+04   5.553E+01   3.417E+05   8.994E+04   3.133E+05   5.552E+01   3.417E+05
 17   2.435E+05   4.424E+04   6.221E+01   3.417E+05   8.994E+04   3.133E+05   6.220E+01   3.417E+05
 18   2.435E+05   4.424E+04   6.845E+01   3.417E+05   8.995E+04   3.133E+05   6.844E+01   3.417E+05
 19   2.435E+05   4.424E+04   7.403E+01   3.417E+05   8.995E+04   3.133E+05   7.403E+01   3.417E+05
 20   2.435E+05   4.424E+04   7.891E+01   3.417E+05   8.995E+04   3.133E+05   7.891E+01   3.417E+05
 21   2.435E+05   4.424E+04   8.317E+01   3.417E+05   8.995E+04   3.133E+05   8.317E+01   3.417E+05
 22   2.435E+05   4.424E+04   8.705E+01   3.417E+05   8.995E+04   3.133E+05   8.704E+01   3.417E+05
 23   2.435E+05   4.424E+04   9.086E+01   3.417E+05   8.995E+04   3.133E+05   9.085E+01   3.417E+05
 24   2.435E+05   4.424E+04   9.494E+01   3.417E+05   8.995E+04   3.133E+05   9.493E+01   3.417E+05
 25   2.435E+05   4.423E+04   9.962E+01   3.417E+05   8.995E+04   3.133E+05   9.961E+01   3.417E+05
 26   2.435E+05   4.423E+04   1.052E+02   3.417E+05   8.995E+04   3.133E+05   1.052E+02   3.417E+05
 27   2.435E+05   4.423E+04   1.118E+02   3.417E+05   8.995E+04   3.133E+05   1.118E+02   3.417E+05
 28   2.435E+05   4.423E+04   1.199E+02   3.417E+05   8.995E+04   3.133E+05   1.199E+02   3.417E+05
 29   2.435E+05   4.423E+04   1.297E+02   3.417E+05   8.995E+04   3.133E+05   1.296E+02   3.417E+05
 30   2.435E+05   4.423E+04   1.415E+02   3.417E+05   8.995E+04   3.133E+05   1.415E+02   3.417E+05
 31   2.435E+05   4.423E+04   1.558E+02   3.417E+05   8.995E+04   3.133E+05   1.558E+02   3.417E+05
 32   2.435E+05   4.423E+04   1.730E+02   3.417E+05   8.995E+04   3.133E+05   1.730E+02   3.417E+05
 33   2.435E+05   4.423E+04   1.937E+02   3.417E+05   8.995E+04   3.133E+05   1.937E+02   3.417E+05
 34   2.435E+05   4.422E+04   2.183E+02   3.417E+05   8.995E+04   3.133E+05   2.183E+02   3.417E+05
 35   2.435E+05   4.422E+04   2.471E+02   3.417E+05   8.995E+04   3.133E+05   2.471E+02   3.417E+05
 36   2.435E+05   4.422E+04   2.805E+02   3.416E+05   8.995E+04   3.133E+05   2.805E+02   3.417E+05
 37   2.435E+05   4.421E+04   3.185E+02   3.416E+05   8.995E+04   3.133E+05   3.185E+02   3.416E+05
 38   2.435E+05   4.421E+04   3.612E+02   3.416E+05   8.995E+04   3.133E+05   3.612E+02   3.416E+05
 39   2.435E+05   4.420E+04   4.085E+02   3.416E+05   8.995E+04   3.133E+05   4.085E+02   3.416E+05
 40   2.435E+05   4.420E+04   4.609E+02   3.415E+05   8.995E+04   3.133E+05   4.609E+02   3.416E+05
 41   2.435E+05   4.419E+04   5.193E+02   3.415E+05   8.995E+04   3.133E+05   5.192E+02   3.415E+05
 42   2.435E+05   4.418E+04   5.849E+02   3.415E+05   8.995E+04   3.133E+05   5.849E+02   3.415E+05
 43   2.435E+05   4.417E+04   6.590E+02   3.414E+05   8.995E+04   3.133E+05   6.590E+02   3.415E+05
 44   2.435E+05   4.416E+04   7.428E+02   3.414E+05   8.995E+04   3.133E+05   7.428E+02   3.414E+05
 45   2.435E+05   4.415E+04   8.377E+02   3.413E+05   8.995E+04   3.133E+05   8.377E+02   3.414E+05
 46   2.435E+05   4.413E+04   9.458E+02   3.412E+05   8.995E+04   3.133E+05   9.458E+02   3.413E+05
 47   2.435E+05   4.411E+04   1.070E+03   3.412E+05   8.995E+04   3.133E+05   1.070E+03   3.412E+05
 48   2.435E+05   4.409E+04   1.215E+03   3.411E+05   8.995E+04   3.133E+05   1.215E+03   3.412E+05
 49   2.435E+05   4.407E+04   1.384E+03   3.410E+05   8.995E+04   3.133E+05   1.384E+03   3.411E+05
 50   2.435E+05   4.404E+04   1.574E+03   3.408E+05   8.995E+04   3.133E+05   1.574E+03   3.410E+05
 51   2.435E+05   4.401E+04   1.789E+03   3.407E+05   8.995E+04   3.133E+05   1.789E+03   3.409E+05
 52   2.435E+05   4.398E+04   2.026E+03   3.406E+05   8.995E+04   3.132E+05   2.026E+03   3.408E+05
 53   2.435E+05   4.394E+04   2.284E+03   3.405E+05   8.995E+04   3.132E+05   2.284E+03   3.406E+05
 54   2.435E+05   4.389E+04   2.563E+03   3.403E+05   8.995E+04   3.132E+05   2.563E+03   3.405E+05
 55   2.435E+05   4.384E+04   2.862E+03   3.402E+05   8.995E+04   3.132E+05   2.862E+03   3.404E+05
 56   2.435E+05   4.378E+04   3.183E+03   3.400E+05   8.995E+04   3.132E+05   3.183E+03   3.403E+05
 57   2.435E+05   4.371E+04   3.529E+03   3.398E+05   8.995E+04   3.132E+05   3.529E+03   3.402E+05
 58   2.435E+05   4.364E+04   3.907E+03   3.396E+05   8.995E+04   3.131E+05   3.907E+03   3.400E+05
 59   2.435E+05   4.355E+04   4.319E+03   3.394E+05   8.995E+04   3.131E+05   4.319E+03   3.399E+05
 60   2.435E+05   4.346E+04   4.768E+03   3.392E+05   8.995E+04   3.131E+05   4.768E+03   3.397E+05
 61   2.435E+05   4.335E+04   5.255E+03   3.389E+05   8.995E+04   3.130E+05   5.255E+03   3.395E+05
 62   2.435E+05   4.323E+04   5.778E+03   3.387E+05   8.995E+04   3.130E+05   5.778E+03   3.393E+05
 63   2.436E+05   4.310E+04   6.333E+03   3.384E+05   8.995E+04   3.130E+05   6.333E+03   3.392E+05
 64   2.436E+05   4.295E+04   6.912E+03   3.382E+05   8.995E+04   3.129E+05   6.912E+03   3.390E+05
 65   2.436E+05   4.279E+04   7.506E+03   3.379E+05   8.996E+04   3.129E+05   7.506E+03   3.388E+05
 66   2.436E+05   4.261E+04   8.107E+03   3.376E+05   8.996E+04   3.128E+05   8.107E+03   3.387E+05
 67   2.437E+05   4.241E+04   8.704E+03   3.373E+05   8.996E+04   3.128E+05   8.704E+03   3.385E+05
 68   2.437E+05   4.219E+04   9.306E+03   3.370E+05   8.996E+04   3.127E+05   9.306E+03   3.383E+05
 69   2.438E+05   4.195E+04   9.922E+03   3.366E+05   8.996E+04   3.126E+05   9.922E+03   3.381E+05
 70   2.438E+05   4.169E+04   1.056E+04   3.362E+05   8.996E+04   3.126E+05   1.056E+04   3.379E+05
 71   2.439E+05   4.140E+04   1.123E+04   3.358E+05   8.996E+04   3.125E+05   1.123E+04   3.377E+05
 72   2.440E+05   4.109E+04   1.194E+04   3.354E+05   8.996E+04   3.124E+05   1.194E+04   3.375E+05
 73   2.441E+05   4.075E+04   1.267E+04   3.349E+05   8.996E+04   3.123E+05   1.267E+04   3.373E+05
 74   2.442E+05   4.038E+04   1.342E+04   3.344E+05   8.996E+04   3.122E+05   1.342E+04   3.370E+05
 75   2.443E+05   3.998E+04   1.420E+04   3.338E+05   8.996E+04   3.122E+05   1.420E+04   3.368E+05
 76   2.445E+05   3.955E+04   1.501E+04   3.332E+05   8.996E+04   3.121E+05   1.501E+04   3.365E+05
 77   2.448E+05   3.908E+04   1.583E+04   3.326E+05   8.996E+04   3.120E+05   1.583E+04   3.362E+05
 78   2.450E+05   3.858E+04   1.668E+04   3.319E+05   8.996E+04   3.119E+05   1.668E+04   3.359E+05
 79   2.454E+05   3.804E+04   1.756E+04   3.312E+05   8.997E+04   3.118E+05   1.756E+04   3.356E+05
 80   2.458E+05   3.747E+04   1.848E+04   3.304E+05   8.999E+04   3.117E+05   1.848E+04   3.353E+05
 81   2.464E+05   3.685E+04   1.944E+04   3.296E+05   9.011E+04   3.116E+05   1.933E+04   3.351E+05
 82   2.474E+05   3.620E+04   2.059E+04   3.287E+05   9.032E+04   3.115E+05   2.046E+04   3.349E+05
 83   2.488E+05   3.550E+04   2.212E+04   3.278E+05   9.735E+04   3.007E+05   9.561E+04   3.137E+05
 84   2.510E+05   3.476E+04   2.476E+04   3.268E+05   1.078E+05   2.950E+05   1.057E+05   3.066E+05
 85   2.536E+05   3.397E+04   2.908E+04   3.256E+05   1.191E+05   2.849E+05   1.173E+05   2.960E+05
 86   2.566E+05   3.313E+04   3.550E+04   3.242E+05   1.313E+05   2.729E+05   1.297E+05   2.832E+05
 87   2.603E+05   3.225E+04   4.419E+04   3.225E+05   1.445E+05   2.592E+05   1.431E+05   2.687E+05
 88   2.647E+05   3.132E+04   5.498E+04   3.203E+05   1.586E+05   2.440E+05   1.573E+05   2.527E+05
 89   2.698E+05   3.035E+04   6.756E+04   3.176E+05   1.735E+05   2.269E+05   1.724E+05   2.350E+05
 90   2.756E+05   2.932E+04   8.163E+04   3.144E+05   1.893E+05   2.081E+05   1.883E+05   2.157E+05
 91   2.822E+05   2.825E+04   9.696E+04   3.106E+05   2.057E+05   1.881E+05   2.048E+05   1.949E+05
 92   2.896E+05   2.713E+04   1.136E+05   3.064E+05   2.226E+05   1.665E+05   2.218E+05   1.729E+05
 93   2.977E+05   2.596E+04   1.315E+05   3.016E+05   2.398E+05   1.432E+05   2.391E+05   1.494E+05
 94   3.063E+05   2.475E+04   1.502E+05   2.966E+05   2.572E+05   1.184E+05   2.565E+05   1.243E+05
 95   3.153E+05   2.350E+04   1.693E+05   2.913E+05   2.744E+05   9.281E+04   2.738E+05   9.847E+04
 96   3.248E+05   2.221E+04   1.883E+05   2.858E+05   2.915E+05   6.678E+04   2.909E+05   7.226E+04
 97   3.347E+05   2.089E+04   2.069E+05   2.802E+05   3.089E+05   4.136E+04   3.082E+05   4.662E+04
 98   3.450E+05   1.954E+04   2.254E+05   2.746E+05   3.267E+05   2.000E+04   3.258E+05   2.517E+04
 99   3.553E+05   1.819E+04   2.442E+05   2.690E+05   3.449E+05   4.834E+03   3.431E+05   9.974E+03
100   3.647E+05   1.683E+04   2.636E+05   2.636E+05   3.647E+05   3.429E+02   3.593E+05   5.477E+03
101   3.691E+05   1.550E+04   2.797E+05   2.583E+05   3.691E+05   3.191E+02   3.643E+05   5.319E+03
 NST=     5

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
  1   2.422E+05   4.429E+04   0.000E+00   3.418E+05   8.968E+04   3.131E+05   0.000E+00   3.418E+05
  2   2.422E+05   4.429E+04   2.354E+00   3.418E+05   8.968E+04   3.131E+05   2.669E+00   3.418E+05
  3   2.422E+05   4.429E+04   1.005E+00   3.418E+05   8.968E+04   3.131E+05   2.388E+00   3.418E+05
  4   2.422E+05   4.429E+04   2.694E+00   3.418E+05   8.967E+04   3.131E+05   1.462E+00   3.418E+05
  5   2.422E+05   4.429E+04   2.559E+00   3.418E+05   8.968E+04   3.131E+05   2.694E+00   3.418E+05
  6   2.422E+05   4.429E+04   6.320E+00   3.418E+05   8.968E+04   3.131E+05   6.199E+00   3.418E+05
  7   2.422E+05   4.429E+04   9.288E+00   3.418E+05   8.968E+04   3.131E+05   9.196E+00   3.418E+05
  8   2.422E+05   4.429E+04   1.223E+01   3.418E+05   8.968E+04   3.131E+05   1.231E+01   3.418E+05
  9   2.422E+05   4.429E+04   1.597E+01   3.418E+05   8.968E+04   3.131E+05   1.595E+01   3.418E+05
 10   2.422E+05   4.429E+04   2.008E+01   3.418E+05   8.968E+04   3.131E+05   2.006E+01   3.418E+05
 11   2.422E+05   4.429E+04   2.464E+01   3.418E+05   8.968E+04   3.131E+05   2.462E+01   3.418E+05
 12   2.422E+05   4.428E+04   2.973E+01   3.418E+05   8.968E+04   3.131E+05   2.970E+01   3.418E+05
 13   2.422E+05   4.428E+04   3.534E+01   3.418E+05   8.968E+04   3.131E+05   3.532E+01   3.418E+05
 14   2.422E+05   4.428E+04   4.141E+01   3.418E+05   8.968E+04   3.131E+05   4.139E+01   3.418E+05
 15   2.422E+05   4.428E+04   4.791E+01   3.417E+05   8.968E+04   3.131E+05   4.788E+01   3.417E+05
 16   2.422E+05   4.428E+04   5.458E+01   3.417E+05   8.968E+04   3.131E+05   5.456E+01   3.417E+05
 17   2.422E+05   4.428E+04   6.122E+01   3.417E+05   8.968E+04   3.131E+05   6.120E+01   3.417E+05
 18   2.422E+05   4.428E+04   6.756E+01   3.417E+05   8.968E+04   3.131E+05   6.753E+01   3.417E+05
 19   2.422E+05   4.428E+04   7.334E+01   3.417E+05   8.968E+04   3.131E+05   7.332E+01   3.417E+05
 20   2.422E+05   4.428E+04   7.844E+01   3.417E+05   8.968E+04   3.131E+05   7.842E+01   3.417E+05
 21   2.422E+05   4.428E+04   8.292E+01   3.417E+05   8.969E+04   3.131E+05   8.290E+01   3.417E+05
 22   2.422E+05   4.428E+04   8.696E+01   3.417E+05   8.969E+04   3.131E+05   8.694E+01   3.417E+05
 23   2.422E+05   4.428E+04   9.088E+01   3.417E+05   8.969E+04   3.131E+05   9.085E+01   3.417E+05
 24   2.422E+05   4.428E+04   9.501E+01   3.417E+05   8.969E+04   3.131E+05   9.499E+01   3.417E+05
 25   2.422E+05   4.428E+04   9.970E+01   3.417E+05   8.969E+04   3.131E+05   9.968E+01   3.417E+05
 26   2.422E+05   4.428E+04   1.052E+02   3.417E+05   8.969E+04   3.131E+05   1.052E+02   3.417E+05
 27   2.422E+05   4.428E+04   1.119E+02   3.417E+05   8.969E+04   3.131E+05   1.119E+02   3.417E+05
 28   2.422E+05   4.428E+04   1.199E+02   3.417E+05   8.969E+04   3.131E+05   1.199E+02   3.417E+05
 29   2.422E+05   4.428E+04   1.297E+02   3.417E+05   8.969E+04   3.131E+05   1.296E+02   3.417E+05
 30   2.422E+05   4.428E+04   1.415E+02   3.417E+05   8.969E+04   3.131E+05   1.414E+02   3.417E+05
 31   2.422E+05   4.428E+04   1.557E+02   3.417E+05   8.969E+04   3.131E+05   1.557E+02   3.417E+05
 32   2.422E+05   4.428E+04   1.729E+02   3.417E+05   8.969E+04   3.131E+05   1.729E+02   3.417E+05
 33   2.422E+05   4.427E+04   1.936E+02   3.417E+05   8.969E+04   3.131E+05   1.935E+02   3.417E+05
 34   2.422E+05   4.427E+04   2.181E+02   3.417E+05   8.969E+04   3.131E+05   2.180E+02   3.417E+05
 35   2.422E+05   4.427E+04   2.468E+02   3.417E+05   8.969E+04   3.131E+05   2.468E+02   3.417E+05
 36   2.422E+05   4.426E+04   2.801E+02   3.416E+05   8.969E+04   3.131E+05   2.801E+02   3.417E+05
 37   2.422E+05   4.426E+04   3.181E+02   3.416E+05   8.969E+04   3.131E+05   3.181E+02   3.416E+05
 38   2.422E+05   4.426E+04   3.607E+02   3.416E+05   8.969E+04   3.131E+05   3.607E+02   3.416E+05
 39   2.422E+05   4.425E+04   4.080E+02   3.416E+05   8.969E+04   3.131E+05   4.080E+02   3.416E+05
 40   2.422E+05   4.424E+04   4.603E+02   3.415E+05   8.969E+04   3.131E+05   4.603E+02   3.416E+05
